GeneID,total_counts
ENSMUSG00000026491,11200744
ENSMUSG00000073486,175602
ENSMUSG00000104418,109956
ENSMUSG00000102194,18990
ENSMUSG00000103636,470148
ENSMUSG00000026490,61272279
ENSMUSG00000026489,7084649
ENSMUSG00000104520,7791
ENSMUSG00000010609,1900099
ENSMUSG00000102923,32598
ENSMUSG00000055676,468062
ENSMUSG00000104388,30913
ENSMUSG00000103123,4427
ENSMUSG00000103772,5985
ENSMUSG00000038855,5990570
ENSMUSG00000104210,83373
ENSMUSG00000053963,62705752
ENSMUSG00000102608,4846
ENSMUSG00000098926,19200
ENSMUSG00000026496,10594770
ENSMUSG00000058729,749072
ENSMUSG00000026497,420
ENSMUSG00000104202,310334
ENSMUSG00000026499,6087900
ENSMUSG00000103649,89076
ENSMUSG00000103156,5912
ENSMUSG00000060743,11475029
ENSMUSG00000073485,179583
ENSMUSG00000084558,287
ENSMUSG00000103979,5843
ENSMUSG00000038806,3471694
ENSMUSG00000104251,0
ENSMUSG00000066652,51209
ENSMUSG00000026520,2527183
ENSMUSG00000038793,72516
ENSMUSG00000085563,258106
ENSMUSG00000026519,4810635
ENSMUSG00000103930,1223
ENSMUSG00000038776,5396298
ENSMUSG00000103516,57
ENSMUSG00000102858,66
ENSMUSG00000104390,575
ENSMUSG00000038768,2286
ENSMUSG00000103328,421
ENSMUSG00000102219,15653
ENSMUSG00000103178,704953
ENSMUSG00000026516,9495991
ENSMUSG00000062169,5801904
ENSMUSG00000038733,20349750
ENSMUSG00000054135,201086
ENSMUSG00000081214,4451836
ENSMUSG00000103260,116857
ENSMUSG00000102276,7242
ENSMUSG00000089888,634
ENSMUSG00000089927,3966
ENSMUSG00000026514,7511568
ENSMUSG00000050625,75987
ENSMUSG00000103100,4289
ENSMUSG00000064970,669
ENSMUSG00000047369,368704
ENSMUSG00000089429,1305
ENSMUSG00000004880,1627378
ENSMUSG00000056699,268
ENSMUSG00000103722,47268
ENSMUSG00000103317,21169
ENSMUSG00000102950,30316
ENSMUSG00000102760,16192
ENSMUSG00000022995,25508157
ENSMUSG00000103379,0
ENSMUSG00000103018,41444
ENSMUSG00000026511,6555504
ENSMUSG00000091013,231
ENSMUSG00000038633,16212295
ENSMUSG00000100147,1552569
ENSMUSG00000047539,7265974
ENSMUSG00000097260,1147
ENSMUSG00000073482,6909
ENSMUSG00000026510,6933125
ENSMUSG00000102234,2789274
ENSMUSG00000104415,721296
ENSMUSG00000026509,14970682
ENSMUSG00000103878,2581
ENSMUSG00000038599,956
ENSMUSG00000104376,116
ENSMUSG00000102688,0
ENSMUSG00000043429,4442
ENSMUSG00000038576,22670552
ENSMUSG00000102291,4348
ENSMUSG00000079164,134405
ENSMUSG00000104367,5342
ENSMUSG00000094807,93
ENSMUSG00000102478,55646
ENSMUSG00000030768,1511355
ENSMUSG00000046836,7662093
ENSMUSG00000042901,7125469
ENSMUSG00000056050,18823250
ENSMUSG00000103415,5631
ENSMUSG00000072258,1548234
ENSMUSG00000104212,50170
ENSMUSG00000104022,738
ENSMUSG00000053461,41637
ENSMUSG00000103451,20886
ENSMUSG00000090533,1008
ENSMUSG00000103305,848
ENSMUSG00000104007,0
ENSMUSG00000102743,69
ENSMUSG00000044854,16322
ENSMUSG00000039384,1253896
ENSMUSG00000102794,0
ENSMUSG00000102682,0
ENSMUSG00000104419,544
ENSMUSG00000101574,0
ENSMUSG00000089057,0
ENSMUSG00000102606,12158
ENSMUSG00000103308,1835
ENSMUSG00000103314,5858
ENSMUSG00000092578,0
ENSMUSG00000039377,167416
ENSMUSG00000102158,573
ENSMUSG00000026621,10416
ENSMUSG00000088559,5760
ENSMUSG00000073481,6251803
ENSMUSG00000088562,0
ENSMUSG00000039349,9001340
ENSMUSG00000102784,36771
ENSMUSG00000026620,18417613
ENSMUSG00000103942,205
ENSMUSG00000103478,1368
ENSMUSG00000104461,1637
ENSMUSG00000077571,5584
ENSMUSG00000105770,3727
ENSMUSG00000103613,108107
ENSMUSG00000039318,15461252
ENSMUSG00000065581,1319
ENSMUSG00000065562,2375
ENSMUSG00000104368,16329
ENSMUSG00000026618,12521615
ENSMUSG00000102526,161924
ENSMUSG00000026617,9493723
ENSMUSG00000097261,22075
ENSMUSG00000026615,19385762
ENSMUSG00000118510,9678
ENSMUSG00000051295,101523
ENSMUSG00000097615,997451
ENSMUSG00000026614,4507270
ENSMUSG00000102185,95927
ENSMUSG00000103799,0
ENSMUSG00000102546,46876
ENSMUSG00000103056,3227
ENSMUSG00000039246,806448
ENSMUSG00000089363,0
ENSMUSG00000102790,0
ENSMUSG00000103449,0
ENSMUSG00000102217,58
ENSMUSG00000103690,137
ENSMUSG00000089045,176
ENSMUSG00000039239,2952614
ENSMUSG00000100393,30043
ENSMUSG00000102619,11214
ENSMUSG00000001305,1292579
ENSMUSG00000097784,43432
ENSMUSG00000103503,138
ENSMUSG00000097935,11525
ENSMUSG00000104312,258
ENSMUSG00000039224,68337
ENSMUSG00000104424,122
ENSMUSG00000089831,0
ENSMUSG00000106839,276
ENSMUSG00000107163,859
ENSMUSG00000089947,167
ENSMUSG00000089730,37832
ENSMUSG00000026611,51334
ENSMUSG00000104394,241999
ENSMUSG00000039210,3052269
ENSMUSG00000104245,184044
ENSMUSG00000103923,10730
ENSMUSG00000103961,47439
ENSMUSG00000103401,327
ENSMUSG00000118492,875
ENSMUSG00000103577,3446
ENSMUSG00000103732,2487
ENSMUSG00000026610,4149521
ENSMUSG00000104482,0
ENSMUSG00000077235,0
ENSMUSG00000084550,0
ENSMUSG00000026609,17612
ENSMUSG00000026608,15190375
ENSMUSG00000103370,2359
ENSMUSG00000104464,194
ENSMUSG00000103669,8897
ENSMUSG00000102824,4323145
ENSMUSG00000104507,1708096
ENSMUSG00000093791,107
ENSMUSG00000037624,18283040
ENSMUSG00000103087,0
ENSMUSG00000103374,706
ENSMUSG00000026605,448748
ENSMUSG00000102248,499
ENSMUSG00000097925,44333
ENSMUSG00000026604,1921972
ENSMUSG00000104435,2827768
ENSMUSG00000103467,41611
ENSMUSG00000026603,5086118
ENSMUSG00000099404,4423
ENSMUSG00000010175,3140048
ENSMUSG00000079045,139463
ENSMUSG00000103644,0
ENSMUSG00000103510,0
ENSMUSG00000106474,55
ENSMUSG00000093064,55
ENSMUSG00000103963,0
ENSMUSG00000089872,7848776
ENSMUSG00000026634,9392234
ENSMUSG00000037568,402830
ENSMUSG00000104487,4147
ENSMUSG00000103723,17704
ENSMUSG00000103964,77706
ENSMUSG00000066595,1572076
ENSMUSG00000097845,178905
ENSMUSG00000057072,19574
ENSMUSG00000026632,1640105
ENSMUSG00000103576,2145
ENSMUSG00000062510,138813
ENSMUSG00000026630,61542
ENSMUSG00000102777,50
ENSMUSG00000091017,0
ENSMUSG00000088461,0
ENSMUSG00000026628,110146
ENSMUSG00000073478,280463
ENSMUSG00000103685,75258
ENSMUSG00000103174,106186
ENSMUSG00000037499,5757085
ENSMUSG00000026627,1480310
ENSMUSG00000026626,13232413
ENSMUSG00000103433,15156
ENSMUSG00000103114,187458
ENSMUSG00000104341,1020
ENSMUSG00000103517,705
ENSMUSG00000102246,14767
ENSMUSG00000037474,925720
ENSMUSG00000102970,7725
ENSMUSG00000037461,6647591
ENSMUSG00000095504,1300
ENSMUSG00000064845,5086
ENSMUSG00000026623,45675853
ENSMUSG00000102596,291
ENSMUSG00000102840,41352
ENSMUSG00000026622,332990
ENSMUSG00000055833,773128
ENSMUSG00000037434,6883271
ENSMUSG00000049353,67462
ENSMUSG00000097416,26118
ENSMUSG00000102915,2452
ENSMUSG00000093003,277
ENSMUSG00000103653,8032703
ENSMUSG00000026637,389840
ENSMUSG00000097089,505660
ENSMUSG00000102755,1887
ENSMUSG00000037395,3104395
ENSMUSG00000097316,942463
ENSMUSG00000058248,16855275
ENSMUSG00000094131,179
ENSMUSG00000037375,132415
ENSMUSG00000103874,69
ENSMUSG00000047384,27272
ENSMUSG00000100872,27206
ENSMUSG00000016262,5689446
ENSMUSG00000089812,95010
ENSMUSG00000102162,105173
ENSMUSG00000089158,882
ENSMUSG00000016200,4319043
ENSMUSG00000103640,21508
ENSMUSG00000102442,623
ENSMUSG00000016181,2653812
ENSMUSG00000026638,195360
ENSMUSG00000079144,844434
ENSMUSG00000090080,2179
ENSMUSG00000037318,332590
ENSMUSG00000089683,365
ENSMUSG00000103089,2200
ENSMUSG00000016194,2262856
ENSMUSG00000009633,621234
ENSMUSG00000104348,111979
ENSMUSG00000103736,0
ENSMUSG00000026639,398160
ENSMUSG00000103895,3076
ENSMUSG00000016179,6882003
ENSMUSG00000102648,0
ENSMUSG00000102981,242
ENSMUSG00000065533,0
ENSMUSG00000097850,250
ENSMUSG00000104182,0
ENSMUSG00000103692,964
ENSMUSG00000102523,40836
ENSMUSG00000102621,41662
ENSMUSG00000102841,23710
ENSMUSG00000103776,1640
ENSMUSG00000026640,32922097
ENSMUSG00000103597,4380
ENSMUSG00000092633,88
ENSMUSG00000084631,0
ENSMUSG00000016494,11036998
ENSMUSG00000097325,806922
ENSMUSG00000104206,4718
ENSMUSG00000104525,28257
ENSMUSG00000103867,58876
ENSMUSG00000104077,17630
ENSMUSG00000065412,70301
ENSMUSG00000065548,376756
ENSMUSG00000096929,7247584
ENSMUSG00000104010,139835
ENSMUSG00000103443,159871
ENSMUSG00000016493,4261469
ENSMUSG00000016481,2929533
ENSMUSG00000026616,114567
ENSMUSG00000102236,841
ENSMUSG00000093823,34
ENSMUSG00000099208,0
ENSMUSG00000104297,0
ENSMUSG00000102307,768
ENSMUSG00000110943,0
ENSMUSG00000111106,0
ENSMUSG00000071434,85
ENSMUSG00000110909,273
ENSMUSG00000111242,2265
ENSMUSG00000111625,0
ENSMUSG00000110787,0
ENSMUSG00000091618,0
ENSMUSG00000111114,0
ENSMUSG00000080655,72
ENSMUSG00000040653,1673472
ENSMUSG00000019762,36854
ENSMUSG00000082123,915
ENSMUSG00000089392,494
ENSMUSG00000082605,16973
ENSMUSG00000040624,4827117
ENSMUSG00000082247,169479
ENSMUSG00000065792,82
ENSMUSG00000040675,1668093
ENSMUSG00000089473,0
ENSMUSG00000111266,0
ENSMUSG00000038587,7058734
ENSMUSG00000075327,2609090
ENSMUSG00000095123,1664916
ENSMUSG00000085687,424496
ENSMUSG00000019763,2699424
ENSMUSG00000061759,4111816
ENSMUSG00000065371,0
ENSMUSG00000019767,75703
ENSMUSG00000112330,0
ENSMUSG00000019768,622412
ENSMUSG00000093189,3818
ENSMUSG00000096553,33970
ENSMUSG00000111890,0
ENSMUSG00000094906,10978
ENSMUSG00000096054,102976757
ENSMUSG00000046916,173591
ENSMUSG00000019772,3598216
ENSMUSG00000110983,872
ENSMUSG00000019773,175906
ENSMUSG00000019774,946536
ENSMUSG00000019775,16307989
ENSMUSG00000112179,1091
ENSMUSG00000112312,0
ENSMUSG00000111902,303
ENSMUSG00000078488,0
ENSMUSG00000000766,764147
ENSMUSG00000081926,48651
ENSMUSG00000064065,15902245
ENSMUSG00000015202,1556949
ENSMUSG00000112057,0
ENSMUSG00000112474,3709803
ENSMUSG00000079685,23800
ENSMUSG00000112394,206
ENSMUSG00000087350,30648
ENSMUSG00000019796,23223894
ENSMUSG00000040034,424614
ENSMUSG00000019795,18692444
ENSMUSG00000040021,8021548
ENSMUSG00000092190,221308
ENSMUSG00000019794,1511161
ENSMUSG00000085211,224722
ENSMUSG00000040006,2192523
ENSMUSG00000081497,18080
ENSMUSG00000015757,8399442
ENSMUSG00000093060,0
ENSMUSG00000088857,0
ENSMUSG00000039981,12584
ENSMUSG00000015755,17495909
ENSMUSG00000112360,9170
ENSMUSG00000112109,12043
ENSMUSG00000047712,6166255
ENSMUSG00000077582,0
ENSMUSG00000111215,1087
ENSMUSG00000065692,146
ENSMUSG00000111165,2308
ENSMUSG00000015305,17733918
ENSMUSG00000097597,272973
ENSMUSG00000111731,3762
ENSMUSG00000111674,1605
ENSMUSG00000111077,9924
ENSMUSG00000112543,6490
ENSMUSG00000112019,2553
ENSMUSG00000112048,1217
ENSMUSG00000111627,2254
ENSMUSG00000112307,20528
ENSMUSG00000112827,1294
ENSMUSG00000053980,29814
ENSMUSG00000111951,8651
ENSMUSG00000112700,3361
ENSMUSG00000112162,6882
ENSMUSG00000112303,18736
ENSMUSG00000112680,3478
ENSMUSG00000060487,5014273
ENSMUSG00000111901,10332
ENSMUSG00000112200,2016
ENSMUSG00000064609,1951
ENSMUSG00000019790,19535929
ENSMUSG00000112146,47921
ENSMUSG00000112059,1907
ENSMUSG00000112074,2820
ENSMUSG00000065876,178
ENSMUSG00000112713,2677
ENSMUSG00000112060,12330
ENSMUSG00000112589,1928
ENSMUSG00000108973,741
ENSMUSG00000101621,130301
ENSMUSG00000112219,9965
ENSMUSG00000109160,137604
ENSMUSG00000112573,445
ENSMUSG00000083257,1404
ENSMUSG00000112351,107
ENSMUSG000000509940,98431
ENSMUSG00000019832,312613
ENSMUSG00000098065,5734
ENSMUSG00000087884,0
ENSMUSG00000078481,35
ENSMUSG00000112772,3952
ENSMUSG00000112730,4373
ENSMUSG00000111921,752
ENSMUSG00000019828,12054091
ENSMUSG00000090070,149779
ENSMUSG00000090112,9520469
ENSMUSG00000097007,36699
ENSMUSG00000047648,1314670
ENSMUSG00000111983,288
ENSMUSG00000087802,0
ENSMUSG00000090242,1361
ENSMUSG00000055493,5579668
ENSMUSG00000111949,130
ENSMUSG00000112151,138
ENSMUSG00000045455,834458
ENSMUSG00000077539,0
ENSMUSG00000112233,275
ENSMUSG00000111995,2812
ENSMUSG00000080519,0
ENSMUSG00000089023,0
ENSMUSG00000112747,205
ENSMUSG00000112775,49
ENSMUSG00000112156,103
ENSMUSG00000112131,69
ENSMUSG00000065096,0
ENSMUSG00000065181,0
ENSMUSG00000112816,24805
ENSMUSG00000088516,289
ENSMUSG00000112698,6199
ENSMUSG00000019820,27335460
ENSMUSG00000097378,16977
ENSMUSG00000039232,31752
ENSMUSG00000078348,4015062
ENSMUSG00000112498,379
ENSMUSG00000098635,1782
ENSMUSG00000019817,6823892
ENSMUSG00000019815,25
ENSMUSG00000019814,2976424
ENSMUSG00000112042,187
ENSMUSG00000062866,4791213
ENSMUSG00000019810,7024782
ENSMUSG00000019809,4484196
ENSMUSG00000019808,1046180
ENSMUSG00000112055,2284
ENSMUSG00000019806,5122611
ENSMUSG00000112172,0
ENSMUSG00000112102,0
ENSMUSG00000096790,0
ENSMUSG00000098048,4753
ENSMUSG00000112494,0
ENSMUSG00000015501,65046973
ENSMUSG00000101014,2693606
ENSMUSG00000112266,53003
ENSMUSG00000089333,129
ENSMUSG00000112238,1307
ENSMUSG00000112284,1964
ENSMUSG00000102229,2893
ENSMUSG00000112679,31592
ENSMUSG00000112225,7411
ENSMUSG00000071532,8382230
ENSMUSG00000039116,724333
ENSMUSG00000111888,21455
ENSMUSG00000112490,0
ENSMUSG00000085572,1289491
ENSMUSG00000019868,5184644
ENSMUSG00000019867,1895
ENSMUSG00000093798,36941794
ENSMUSG00000096963,62254
ENSMUSG00000019865,781756
ENSMUSG00000112113,7634
ENSMUSG00000112724,0
ENSMUSG00000088730,0
ENSMUSG00000112475,0
ENSMUSG00000112177,0
ENSMUSG00000112928,23989
ENSMUSG00000112395,10164
ENSMUSG00000112335,0
ENSMUSG00000111963,577
ENSMUSG00000112800,138
ENSMUSG00000112089,100
ENSMUSG00000112011,65
ENSMUSG00000112227,0
ENSMUSG00000112602,0
ENSMUSG00000112123,24
ENSMUSG00000112929,0
ENSMUSG00000112903,315
ENSMUSG00000112118,0
ENSMUSG00000112499,0
ENSMUSG00000101969,4669
ENSMUSG00000088436,0
ENSMUSG00000112478,1557
ENSMUSG00000111922,1422
ENSMUSG00000112296,0
ENSMUSG00000112587,1057
ENSMUSG00000111927,1601
ENSMUSG00000112629,223
ENSMUSG00000039910,5775187
ENSMUSG00000093672,45725
ENSMUSG00000093537,26097
ENSMUSG00000039891,373772
ENSMUSG00000039879,5767765
ENSMUSG00000091367,245962
ENSMUSG00000078453,1207914
ENSMUSG00000019854,5816837
ENSMUSG00000071392,26153
ENSMUSG00000059554,3154931
ENSMUSG00000096977,62795
ENSMUSG00000110762,286
ENSMUSG00000111313,4887
ENSMUSG00000039835,5879449
ENSMUSG00000019853,347109
ENSMUSG00000111173,667
ENSMUSG00000019852,27646761
ENSMUSG00000044624,21286
ENSMUSG00000110737,41654
ENSMUSG00000111474,328805
ENSMUSG00000019851,801169
ENSMUSG00000111318,138
ENSMUSG00000019850,1171471
ENSMUSG00000110938,90
ENSMUSG00000111821,67
ENSMUSG00000110770,2076
ENSMUSG00000111320,0
ENSMUSG00000111052,6595
ENSMUSG00000111606,1114
ENSMUSG00000110917,275
ENSMUSG00000045591,276
ENSMUSG00000110902,5038
ENSMUSG00000110835,0
ENSMUSG00000020009,3656403
ENSMUSG00000039760,258
ENSMUSG00000042940,348
ENSMUSG00000110958,2053
ENSMUSG00000020007,289263
ENSMUSG00000094977,6188
ENSMUSG00000050473,4726467
ENSMUSG00000111067,62808
ENSMUSG00000020003,4183188
ENSMUSG00000071369,6028466
ENSMUSG00000110754,9149
ENSMUSG00000111356,1007543
ENSMUSG00000019996,15594139
ENSMUSG00000111447,1432281
ENSMUSG00000111064,480
ENSMUSG00000098887,0
ENSMUSG00000069713,77099
ENSMUSG00000037608,31520533
ENSMUSG00000019992,52472
ENSMUSG00000111351,5936
ENSMUSG00000092051,64228
ENSMUSG00000091730,14075
ENSMUSG00000019990,26233098
ENSMUSG00000111091,2502
ENSMUSG00000111177,1041
ENSMUSG00000111006,27462
ENSMUSG00000111227,24339
ENSMUSG00000019986,33213143
ENSMUSG00000111102,202
ENSMUSG00000097923,122770
ENSMUSG00000019982,215452
ENSMUSG00000111005,0
ENSMUSG00000110967,276
ENSMUSG00000111200,72
ENSMUSG00000098102,1965
ENSMUSG00000112654,602181
ENSMUSG00000019977,5616303
ENSMUSG00000037542,15218
ENSMUSG00000112405,10
ENSMUSG00000037535,0
ENSMUSG00000112370,102
ENSMUSG00000112738,174
ENSMUSG00000050844,2980
ENSMUSG00000056716,3239
ENSMUSG00000099749,529
ENSMUSG00000097107,7528
ENSMUSG00000080607,0
ENSMUSG00000019970,13379419
ENSMUSG00000097086,150909
ENSMUSG00000090535,35310
ENSMUSG00000111953,27224
ENSMUSG00000069712,1296
ENSMUSG00000097739,0
ENSMUSG00000097214,1930
ENSMUSG00000097795,1228
ENSMUSG00000097327,15708
ENSMUSG00000044268,3566312
ENSMUSG00000097108,19947
ENSMUSG00000097053,3837
ENSMUSG00000097295,21499
ENSMUSG00000097586,24906
ENSMUSG00000075297,101948
ENSMUSG00000097705,10584
ENSMUSG00000097352,15513
ENSMUSG00000097245,10092478
ENSMUSG00000053219,3739
ENSMUSG00000078452,18557
ENSMUSG00000096937,12708
ENSMUSG00000097012,959
ENSMUSG00000097473,5585
ENSMUSG00000037490,1802239
ENSMUSG00000098714,4029
ENSMUSG00000118528,446393
ENSMUSG00000071359,8298430
ENSMUSG00000112888,0
ENSMUSG00000112727,5136
ENSMUSG00000045680,359
ENSMUSG00000112397,0
ENSMUSG00000112091,0
ENSMUSG00000094033,77
ENSMUSG00000010461,743100
ENSMUSG00000111894,0
ENSMUSG00000112868,18
ENSMUSG00000070063,23034
ENSMUSG00000080486,15493
ENSMUSG00000077440,44271
ENSMUSG00000061983,896946
ENSMUSG00000037455,2788871
ENSMUSG00000020010,8430
ENSMUSG00000037440,63513
ENSMUSG00000056379,0
ENSMUSG00000059763,374
ENSMUSG00000069708,3161
ENSMUSG00000069707,1230
ENSMUSG00000069706,0
ENSMUSG00000045111,0
ENSMUSG00000095647,0
ENSMUSG00000095171,0
ENSMUSG00000084182,0
ENSMUSG00000082437,0
ENSMUSG00000095569,0
ENSMUSG00000100689,0
ENSMUSG00000082960,69
ENSMUSG00000100950,0
ENSMUSG00000118542,0
ENSMUSG00000096442,0
ENSMUSG00000100186,0
ENSMUSG00000100004,0
ENSMUSG00000037424,0
ENSMUSG00000085451,2707
ENSMUSG00000019998,16345826
ENSMUSG00000020000,1605984
ENSMUSG00000086148,1246
ENSMUSG00000083196,343
ENSMUSG00000081259,7131
ENSMUSG00000087400,1498118
ENSMUSG00000019997,4579933
ENSMUSG00000037370,1061825
ENSMUSG00000019989,100572
ENSMUSG00000096809,2494
ENSMUSG00000099181,6034
ENSMUSG00000019984,6905744
ENSMUSG00000019987,12899
ENSMUSG00000112758,400
ENSMUSG00000111970,37255
ENSMUSG00000093282,126
ENSMUSG00000112597,4796
ENSMUSG00000112371,4147
ENSMUSG00000089024,215
ENSMUSG00000089048,3146
ENSMUSG00000112352,18019
ENSMUSG00000039166,5326229
ENSMUSG00000112445,166
ENSMUSG00000019978,28491104
ENSMUSG00000096546,12865
ENSMUSG00000112630,60954
ENSMUSG00000112101,0
ENSMUSG00000101537,6647
ENSMUSG00000112803,13208
ENSMUSG00000112691,643
ENSMUSG00000112491,3194
ENSMUSG00000112269,254913
ENSMUSG00000112444,133
ENSMUSG00000112861,138
ENSMUSG00000112324,9864
ENSMUSG00000049420,2293365
ENSMUSG00000039098,164383
ENSMUSG00000112808,462675
ENSMUSG00000051354,89602
ENSMUSG00000098898,705
ENSMUSG00000088978,853
ENSMUSG00000039089,4657716
ENSMUSG00000112045,0
ENSMUSG00000112797,0
ENSMUSG00000111882,0
ENSMUSG00000098179,93
ENSMUSG00000112389,0
ENSMUSG00000112675,18718
ENSMUSG00000111950,82184
ENSMUSG00000039031,2146255
ENSMUSG00000112804,0
ENSMUSG00000112751,58638
ENSMUSG00000112052,219
ENSMUSG00000112472,0
ENSMUSG00000101636,275
ENSMUSG00000089050,0
ENSMUSG00000103931,1099
ENSMUSG00000019899,3432997
ENSMUSG00000112610,0
ENSMUSG00000112703,0
ENSMUSG00000112786,54
ENSMUSG00000112206,407
ENSMUSG00000112620,14797
ENSMUSG00000064208,1240767
ENSMUSG00000112432,0
ENSMUSG00000076377,142
ENSMUSG00000019889,10617847
ENSMUSG00000112111,0
ENSMUSG00000049109,6521
ENSMUSG00000111991,184
ENSMUSG00000090126,11219
ENSMUSG00000088093,0
ENSMUSG00000015519,422
ENSMUSG00000110846,0
ENSMUSG00000095478,5538246
ENSMUSG00000111542,228
ENSMUSG00000056316,531749
ENSMUSG00000038916,12556469
ENSMUSG00000110723,3982028
ENSMUSG00000004360,13530348
ENSMUSG00000110830,353186
ENSMUSG00000019883,11748805
ENSMUSG00000096841,48665
ENSMUSG00000111496,855125
ENSMUSG00000038876,12064516
ENSMUSG00000111090,39150
ENSMUSG00000111646,4639
ENSMUSG00000088257,0
ENSMUSG00000111741,600
ENSMUSG00000110986,15126
ENSMUSG00000019880,1441843
ENSMUSG00000110831,204556
ENSMUSG00000111046,455
ENSMUSG00000069682,22288357
ENSMUSG00000111427,2475
ENSMUSG00000111195,583
ENSMUSG00000111554,209057
ENSMUSG00000111001,106966
ENSMUSG00000110776,138
ENSMUSG00000075266,351404
ENSMUSG00000111047,6116
ENSMUSG00000094452,5080
ENSMUSG00000111397,272
ENSMUSG00000111211,2405
ENSMUSG00000019792,958924
ENSMUSG00000111080,6300217
ENSMUSG00000019791,976520
ENSMUSG00000088600,801
ENSMUSG00000110894,9682
ENSMUSG00000111442,5470
ENSMUSG00000110744,2856324
ENSMUSG00000039697,13513373
ENSMUSG00000019789,1214319
ENSMUSG00000110918,0
ENSMUSG00000094008,85
ENSMUSG00000111778,0
ENSMUSG00000095305,0
ENSMUSG00000111396,58
ENSMUSG00000039684,3955546
ENSMUSG00000084649,4676
ENSMUSG00000111664,63540
ENSMUSG00000000295,1303190
ENSMUSG00000110960,1626957
ENSMUSG00000111256,323985
ENSMUSG00000110758,2723
ENSMUSG00000110976,1512
ENSMUSG00000000296,5115523
ENSMUSG00000111865,1799
ENSMUSG00000112338,5172
ENSMUSG00000098068,4712
ENSMUSG00000063760,4254372
ENSMUSG00000098038,717
ENSMUSG00000112866,17759
ENSMUSG00000112906,8054
ENSMUSG00000112367,27244
ENSMUSG00000112409,6970
ENSMUSG00000112511,1537
ENSMUSG00000112075,17226
ENSMUSG00000112914,16891
ENSMUSG00000069670,13842472
ENSMUSG00000112469,97
ENSMUSG00000112897,0
ENSMUSG00000112182,0
ENSMUSG00000112707,207
ENSMUSG00000112692,0
ENSMUSG00000112855,2338
ENSMUSG00000112521,0
ENSMUSG00000111958,131
ENSMUSG00000111980,0
ENSMUSG00000019787,37958
ENSMUSG00000112329,138
ENSMUSG00000112248,11276
ENSMUSG00000112369,14602
ENSMUSG00000019785,4187222
ENSMUSG00000090087,263178
ENSMUSG00000112656,6684
ENSMUSG00000090298,104
ENSMUSG00000071343,44605
ENSMUSG00000112447,0
ENSMUSG00000069668,111
ENSMUSG00000112534,0
ENSMUSG00000039552,536195
ENSMUSG00000039531,1567203
ENSMUSG00000112782,2577
ENSMUSG00000111993,4448
ENSMUSG00000112801,36
ENSMUSG00000112280,3824430
ENSMUSG00000019782,2563772
ENSMUSG00000111905,694876
ENSMUSG00000039508,1682
ENSMUSG00000049872,776483
ENSMUSG00000071340,16970
ENSMUSG00000046031,22013
ENSMUSG00000111361,2465
ENSMUSG00000039497,728935
ENSMUSG00000111876,0
ENSMUSG00000111149,26875
ENSMUSG00000111563,3224
ENSMUSG00000047514,26336297
ENSMUSG00000110791,56156
ENSMUSG00000097274,28137213
ENSMUSG00000039485,92041139
ENSMUSG00000039462,37123
ENSMUSG00000039480,400978
ENSMUSG00000019779,108355
ENSMUSG00000110935,1005317
ENSMUSG00000111042,138
ENSMUSG00000077749,0
ENSMUSG00000111216,0
ENSMUSG00000110837,64
ENSMUSG00000111753,0
ENSMUSG00000063953,4175112
ENSMUSG00000111550,138
ENSMUSG00000110865,7
ENSMUSG00000110987,0
ENSMUSG00000110731,158
ENSMUSG00000111231,1215
ENSMUSG00000088423,315
ENSMUSG00000044499,1741347
ENSMUSG00000019777,14595086
ENSMUSG00000103299,505
ENSMUSG00000069662,32372595
ENSMUSG00000046463,490640
ENSMUSG00000110799,17
ENSMUSG00000097742,2328
ENSMUSG00000111549,0
ENSMUSG00000096080,222
ENSMUSG00000111488,1122
ENSMUSG00000077576,0
ENSMUSG00000111234,0
ENSMUSG00000088925,0
ENSMUSG00000111048,0
ENSMUSG00000111208,0
ENSMUSG00000110782,0
ENSMUSG00000094521,0
ENSMUSG00000094311,173
ENSMUSG00000111431,136
ENSMUSG00000019846,1753771
ENSMUSG00000051736,1344579
ENSMUSG00000019845,378831
ENSMUSG00000062074,35370
ENSMUSG00000111055,72137
ENSMUSG00000111877,1779332
ENSMUSG00000111008,408
ENSMUSG00000111183,0
ENSMUSG00000085799,4700
ENSMUSG00000087014,77270
ENSMUSG00000019843,23429557
ENSMUSG00000086915,59730
ENSMUSG00000019842,841226
ENSMUSG00000111358,29978
ENSMUSG00000111847,145305
ENSMUSG00000087177,3119732
ENSMUSG00000080384,790
ENSMUSG00000081608,5551
ENSMUSG00000019841,8879674
ENSMUSG00000096687,1589073
ENSMUSG00000097890,113528
ENSMUSG00000111355,1543
ENSMUSG00000039339,9101
ENSMUSG00000111620,36821
ENSMUSG00000071335,6790
ENSMUSG00000038528,41747
ENSMUSG00000111608,459
ENSMUSG00000096171,14424
ENSMUSG00000038522,100105
ENSMUSG00000077200,453
ENSMUSG00000019838,279085
ENSMUSG00000110781,1211
ENSMUSG00000111045,892
ENSMUSG00000102632,59037
ENSMUSG00000038510,2586329
ENSMUSG00000019837,5205742
ENSMUSG00000106147,1883
ENSMUSG00000065870,1898
ENSMUSG00000111665,9109
ENSMUSG00000111213,432
ENSMUSG00000075232,10528033
ENSMUSG00000111788,146
ENSMUSG00000038491,222565
ENSMUSG00000038481,20065934
ENSMUSG00000111251,223
ENSMUSG00000111108,1635
